"YEAR_SEMESTER","EDAD_MOD","NIVEL","SEDE_NOMBRE_MAT","n"
"2012 - 1",32,"Especialización","Bogotá",14
"2012 - 1",32,"Especialización","Manizales",4
"2012 - 1",32,"Especialización","Medellín",17
"2012 - 1",32,"Maestría","Amazonía",1
"2012 - 1",32,"Maestría","Bogotá",15
"2012 - 1",32,"Maestría","Manizales",6
"2012 - 1",32,"Maestría","Medellín",3
"2012 - 1",32,"Maestría","Palmira",1
"2012 - 1",32,"Pregrado","Bogotá",18
"2012 - 1",32,"Pregrado","Manizales",2
"2012 - 1",32,"Pregrado","Medellín",6
"2012 - 1",32,"Pregrado","Palmira",5
"2012 - 1",33,"Doctorado","Palmira",1
"2012 - 1",33,"Especialidades Médicas","Bogotá",11
"2012 - 1",33,"Especialización","Bogotá",13
"2012 - 1",33,"Especialización","Manizales",6
"2012 - 1",33,"Especialización","Medellín",6
"2012 - 1",33,"Maestría","Bogotá",13
"2012 - 1",33,"Maestría","Manizales",2
"2012 - 1",33,"Maestría","Medellín",3
"2012 - 1",33,"Maestría","Palmira",1
"2012 - 1",33,"Pregrado","Bogotá",15
"2012 - 1",33,"Pregrado","Manizales",2
"2012 - 1",33,"Pregrado","Medellín",1
"2012 - 1",33,"Pregrado","Palmira",1
"2012 - 1",34,"Doctorado","Medellín",1
"2012 - 1",34,"Especialidades Médicas","Bogotá",10
"2012 - 1",34,"Especialización","Bogotá",12
"2012 - 1",34,"Especialización","Manizales",4
"2012 - 1",34,"Especialización","Medellín",6
"2012 - 1",34,"Maestría","Bogotá",10
"2012 - 1",34,"Maestría","Manizales",3
"2012 - 1",34,"Maestría","Medellín",7
"2012 - 1",34,"Maestría","Palmira",1
"2012 - 1",34,"Pregrado","Bogotá",5
"2012 - 1",34,"Pregrado","Manizales",2
"2012 - 1",34,"Pregrado","Medellín",2
"2012 - 1",34,"Pregrado","Palmira",1
"2012 - 1",35,"Doctorado","Medellín",1
"2012 - 1",35,"Especialidades Médicas","Bogotá",6
"2012 - 1",35,"Especialización","Bogotá",8
"2012 - 1",35,"Especialización","Manizales",4
"2012 - 1",35,"Especialización","Medellín",5
"2012 - 1",35,"Maestría","Bogotá",10
"2012 - 1",35,"Maestría","Manizales",1
"2012 - 1",35,"Maestría","Medellín",2
"2012 - 1",35,"Pregrado","Bogotá",10
"2012 - 1",35,"Pregrado","Manizales",1
"2012 - 1",36,"Especialidades Médicas","Bogotá",2
"2012 - 1",36,"Especialización","Bogotá",13
"2012 - 1",36,"Especialización","Manizales",1
"2012 - 1",36,"Especialización","Medellín",2
"2012 - 1",36,"Maestría","Bogotá",7
"2012 - 1",36,"Maestría","Manizales",1
"2012 - 1",36,"Maestría","Medellín",6
"2012 - 1",36,"Pregrado","Bogotá",4
"2012 - 1",36,"Pregrado","Manizales",1
"2012 - 1",36,"Pregrado","Medellín",3
"2012 - 1",36,"Pregrado","Palmira",1
"2012 - 1",37,"Doctorado","Bogotá",1
"2012 - 1",37,"Doctorado","Manizales",1
"2012 - 1",37,"Especialidades Médicas","Bogotá",3
"2012 - 1",37,"Especialización","Bogotá",9
"2012 - 1",37,"Especialización","Manizales",1
"2012 - 1",37,"Especialización","Medellín",5
"2012 - 1",37,"Maestría","Bogotá",10
"2012 - 1",37,"Maestría","Manizales",4
"2012 - 1",37,"Maestría","Medellín",2
"2012 - 1",37,"Pregrado","Bogotá",6
"2012 - 1",37,"Pregrado","Medellín",2
"2012 - 1",38,"Doctorado","Bogotá",1
"2012 - 1",38,"Doctorado","Palmira",1
"2012 - 1",38,"Especialización","Bogotá",7
"2012 - 1",38,"Especialización","Manizales",3
"2012 - 1",38,"Especialización","Medellín",5
"2012 - 1",38,"Maestría","Bogotá",7
"2012 - 1",38,"Maestría","Medellín",1
"2012 - 1",38,"Maestría","Palmira",1
"2012 - 1",38,"Pregrado","Bogotá",2
"2012 - 1",38,"Pregrado","Medellín",3
"2012 - 1",39,"Doctorado","Bogotá",1
"2012 - 1",39,"Especialidades Médicas","Bogotá",2
"2012 - 1",39,"Especialización","Bogotá",6
"2012 - 1",39,"Especialización","Manizales",2
"2012 - 1",39,"Especialización","Medellín",6
"2012 - 1",39,"Maestría","Bogotá",7
"2012 - 1",39,"Maestría","Manizales",1
"2012 - 1",39,"Maestría","Medellín",1
"2012 - 1",39,"Pregrado","Bogotá",1
"2012 - 1",39,"Pregrado","Medellín",2
"2012 - 1",40,"Doctorado","Bogotá",1
"2012 - 1",40,"Especialización","Bogotá",4
"2012 - 1",40,"Especialización","Manizales",1
"2012 - 1",40,"Especialización","Medellín",2
"2012 - 1",40,"Maestría","Bogotá",5
"2012 - 1",40,"Maestría","Manizales",1
"2012 - 1",40,"Maestría","Medellín",2
"2012 - 1",40,"Pregrado","Bogotá",1
"2012 - 1",40,"Pregrado","Manizales",1
"2012 - 1",41,"Especialización","Bogotá",6
"2012 - 1",41,"Especialización","Medellín",2
"2012 - 1",41,"Maestría","Bogotá",3
"2012 - 1",41,"Maestría","Medellín",1
"2012 - 1",41,"Pregrado","Manizales",1
"2012 - 1",42,"Especialización","Bogotá",6
"2012 - 1",42,"Especialización","Medellín",3
"2012 - 1",42,"Maestría","Bogotá",10
"2012 - 1",42,"Pregrado","Bogotá",2
"2012 - 1",42,"Pregrado","Manizales",1
"2012 - 1",43,"Doctorado","Medellín",1
"2012 - 1",43,"Especialidades Médicas","Bogotá",1
"2012 - 1",43,"Especialización","Bogotá",6
"2012 - 1",43,"Especialización","Manizales",3
"2012 - 1",43,"Especialización","Medellín",1
"2012 - 1",43,"Maestría","Bogotá",7
"2012 - 1",43,"Maestría","Manizales",2
"2012 - 1",43,"Pregrado","Bogotá",2
"2012 - 1",43,"Pregrado","Medellín",1
"2012 - 1",44,"Especialización","Bogotá",5
"2012 - 1",44,"Especialización","Manizales",1
"2012 - 1",44,"Especialización","Medellín",2
"2012 - 1",44,"Maestría","Bogotá",4
"2012 - 1",44,"Maestría","Medellín",5
"2012 - 1",44,"Maestría","Palmira",2
"2012 - 1",45,"Especialidades Médicas","Bogotá",1
"2012 - 1",45,"Especialización","Bogotá",2
"2012 - 1",45,"Especialización","Medellín",1
"2012 - 1",45,"Maestría","Bogotá",3
"2012 - 1",45,"Maestría","Manizales",1
"2012 - 1",45,"Maestría","Medellín",1
"2012 - 1",45,"Maestría","Palmira",1
"2012 - 1",46,"Doctorado","Bogotá",4
"2012 - 1",46,"Especialización","Bogotá",3
"2012 - 1",46,"Especialización","Medellín",1
"2012 - 1",46,"Maestría","Bogotá",1
"2012 - 1",46,"Maestría","Medellín",4
"2012 - 1",47,"Especialización","Bogotá",4
"2012 - 1",47,"Especialización","Medellín",3
"2012 - 1",47,"Maestría","Bogotá",3
"2012 - 1",47,"Maestría","Manizales",1
"2012 - 1",47,"Maestría","Medellín",5
"2012 - 1",47,"Pregrado","Medellín",1
"2012 - 1",48,"Doctorado","Bogotá",1
"2012 - 1",48,"Especialización","Bogotá",3
"2012 - 1",48,"Maestría","Bogotá",4
"2012 - 1",49,"Doctorado","Medellín",1
"2012 - 1",49,"Especialización","Manizales",2
"2012 - 1",49,"Especialización","Medellín",2
"2012 - 1",49,"Maestría","Bogotá",4
"2012 - 1",49,"Maestría","Manizales",1
"2012 - 1",49,"Maestría","Medellín",1
"2012 - 1",50,"Doctorado","Medellín",1
"2012 - 1",50,"Especialización","Amazonía",1
"2012 - 1",50,"Especialización","Bogotá",1
"2012 - 1",50,"Especialización","Medellín",6
"2012 - 1",50,"Maestría","Bogotá",5
"2012 - 1",50,"Maestría","Medellín",1
"2012 - 1",50,"Pregrado","Bogotá",2
"2012 - 1",51,"Especialización","Bogotá",3
"2012 - 1",51,"Maestría","Bogotá",4
"2012 - 1",52,"Especialización","Bogotá",2
"2012 - 1",52,"Especialización","Medellín",1
"2012 - 1",52,"Maestría","Bogotá",1
"2012 - 1",52,"Maestría","Manizales",1
"2012 - 1",52,"Pregrado","Manizales",1
"2012 - 1",53,"Especialización","Bogotá",2
"2012 - 1",53,"Maestría","Bogotá",2
"2012 - 1",53,"Pregrado","Medellín",1
"2012 - 1",54,"Especialización","Bogotá",1
"2012 - 1",54,"Especialización","Medellín",1
"2012 - 1",54,"Maestría","Bogotá",4
"2012 - 1",54,"Maestría","Medellín",1
"2012 - 1",55,"Especialización","Bogotá",2
"2012 - 1",55,"Especialización","Medellín",1
"2012 - 1",55,"Maestría","Bogotá",1
"2012 - 1",56,"Especialización","Bogotá",2
"2012 - 1",56,"Especialización","Medellín",2
"2012 - 1",56,"Maestría","Bogotá",1
"2012 - 1",56,"Maestría","Palmira",1
"2012 - 1",57,"Especialización","Bogotá",1
"2012 - 1",57,"Maestría","Bogotá",1
"2012 - 1",57,"Maestría","Medellín",1
"2012 - 1",58,"Maestría","Bogotá",3
"2012 - 1",58,"Pregrado","Bogotá",1
"2012 - 1",59,"Maestría","Bogotá",1
"2012 - 1",60,"Especialización","Bogotá",2
"2012 - 1",60,"Especialización","Medellín",1
"2012 - 1",60,"Maestría","Manizales",1
"2012 - 1",61,"Especialización","Bogotá",1
"2012 - 1",61,"Maestría","Medellín",1
"2012 - 1",62,"Especialización","Bogotá",1
"2012 - 2",19,"Pregrado","Bogotá",1
"2012 - 2",20,"Pregrado","Bogotá",5
"2012 - 2",20,"Pregrado","Manizales",2
"2012 - 2",20,"Pregrado","Medellín",2
"2012 - 2",21,"Pregrado","Bogotá",50
"2012 - 2",21,"Pregrado","Manizales",8
"2012 - 2",21,"Pregrado","Medellín",17
"2012 - 2",22,"Especialización","Bogotá",4
"2012 - 2",22,"Especialización","Manizales",7
"2012 - 2",22,"Especialización","Medellín",1
"2012 - 2",22,"Maestría","Bogotá",2
"2012 - 2",22,"Pregrado","Bogotá",205
"2012 - 2",22,"Pregrado","Manizales",49
"2012 - 2",22,"Pregrado","Medellín",92
"2012 - 2",22,"Pregrado","Palmira",10
"2012 - 2",23,"Especialización","Bogotá",12
"2012 - 2",23,"Especialización","Manizales",5
"2012 - 2",23,"Especialización","Medellín",2
"2012 - 2",23,"Maestría","Bogotá",1
"2012 - 2",23,"Pregrado","Bogotá",370
"2012 - 2",23,"Pregrado","Manizales",67
"2012 - 2",23,"Pregrado","Medellín",163
"2012 - 2",23,"Pregrado","Palmira",16
"2012 - 2",24,"Especialización","Bogotá",39
"2012 - 2",24,"Especialización","Manizales",13
"2012 - 2",24,"Especialización","Medellín",17
"2012 - 2",24,"Maestría","Bogotá",14
"2012 - 2",24,"Maestría","Manizales",3
"2012 - 2",24,"Maestría","Medellín",1
"2012 - 2",24,"Pregrado","Bogotá",337
"2012 - 2",24,"Pregrado","Manizales",58
"2012 - 2",24,"Pregrado","Medellín",152
"2012 - 2",24,"Pregrado","Palmira",39
"2012 - 2",25,"Especialización","Bogotá",42
"2012 - 2",25,"Especialización","Manizales",7
"2012 - 2",25,"Especialización","Medellín",7
"2012 - 2",25,"Maestría","Bogotá",34
"2012 - 2",25,"Maestría","Manizales",7
"2012 - 2",25,"Maestría","Medellín",13
"2012 - 2",25,"Maestría","Palmira",1
"2012 - 2",25,"Pregrado","Bogotá",185
"2012 - 2",25,"Pregrado","Manizales",27
"2012 - 2",25,"Pregrado","Medellín",83
"2012 - 2",25,"Pregrado","Palmira",25
"2012 - 2",26,"Doctorado","Manizales",1
"2012 - 2",26,"Especialización","Bogotá",54
"2012 - 2",26,"Especialización","Manizales",15
"2012 - 2",26,"Especialización","Medellín",8
"2012 - 2",26,"Maestría","Bogotá",45
"2012 - 2",26,"Maestría","Manizales",3
"2012 - 2",26,"Maestría","Medellín",18
"2012 - 2",26,"Maestría","Palmira",1
"2012 - 2",26,"Pregrado","Bogotá",143
"2012 - 2",26,"Pregrado","Manizales",18
"2012 - 2",26,"Pregrado","Medellín",58
"2012 - 2",26,"Pregrado","Palmira",13
"2012 - 2",27,"Especialidades Médicas","Bogotá",2
"2012 - 2",27,"Especialización","Bogotá",53
"2012 - 2",27,"Especialización","Manizales",9
"2012 - 2",27,"Especialización","Medellín",6
"2012 - 2",27,"Maestría","Amazonía",1
"2012 - 2",27,"Maestría","Bogotá",53
"2012 - 2",27,"Maestría","Manizales",5
"2012 - 2",27,"Maestría","Medellín",26
"2012 - 2",27,"Maestría","Palmira",4
"2012 - 2",27,"Pregrado","Bogotá",95
"2012 - 2",27,"Pregrado","Manizales",19
"2012 - 2",27,"Pregrado","Medellín",39
"2012 - 2",27,"Pregrado","Palmira",11
"2012 - 2",28,"Doctorado","Bogotá",1
"2012 - 2",28,"Especialidades Médicas","Bogotá",10
"2012 - 2",28,"Especialización","Bogotá",46
"2012 - 2",28,"Especialización","Manizales",3
"2012 - 2",28,"Especialización","Medellín",6
"2012 - 2",28,"Maestría","Bogotá",49
"2012 - 2",28,"Maestría","Manizales",4
"2012 - 2",28,"Maestría","Medellín",25
"2012 - 2",28,"Maestría","Palmira",3
"2012 - 2",28,"Pregrado","Bogotá",84
"2012 - 2",28,"Pregrado","Manizales",17
"2012 - 2",28,"Pregrado","Medellín",30
"2012 - 2",28,"Pregrado","Palmira",7
"2012 - 2",29,"Doctorado","Manizales",1
"2012 - 2",29,"Doctorado","Medellín",1
"2012 - 2",29,"Especialidades Médicas","Bogotá",2
"2012 - 2",29,"Especialización","Bogotá",46
"2012 - 2",29,"Especialización","Manizales",11
"2012 - 2",29,"Especialización","Medellín",8
"2012 - 2",29,"Maestría","Amazonía",1
"2012 - 2",29,"Maestría","Bogotá",68
"2012 - 2",29,"Maestría","Manizales",3
"2012 - 2",29,"Maestría","Medellín",19
"2012 - 2",29,"Maestría","Palmira",1
"2012 - 2",29,"Pregrado","Bogotá",42
"2012 - 2",29,"Pregrado","Manizales",5
"2012 - 2",29,"Pregrado","Medellín",21
"2012 - 2",29,"Pregrado","Palmira",7
"2012 - 2",30,"Doctorado","Bogotá",1
"2012 - 2",30,"Especialidades Médicas","Bogotá",6
"2012 - 2",30,"Especialización","Bogotá",33
"2012 - 2",30,"Especialización","Manizales",9
"2012 - 2",30,"Especialización","Medellín",6
"2012 - 2",30,"Maestría","Bogotá",64
"2012 - 2",30,"Maestría","Manizales",3
"2012 - 2",30,"Maestría","Medellín",17
"2012 - 2",30,"Maestría","Palmira",1
"2012 - 2",30,"Pregrado","Bogotá",48
"2012 - 2",30,"Pregrado","Manizales",4
"2012 - 2",30,"Pregrado","Medellín",18
"2012 - 2",30,"Pregrado","Palmira",4
"2012 - 2",31,"Doctorado","Bogotá",4
"2012 - 2",31,"Doctorado","Medellín",1
"2012 - 2",31,"Especialidades Médicas","Bogotá",1
"2012 - 2",31,"Especialización","Bogotá",34
"2012 - 2",31,"Especialización","Manizales",7
"2012 - 2",31,"Especialización","Medellín",6
"2012 - 2",31,"Maestría","Bogotá",70
"2012 - 2",31,"Maestría","Manizales",3
"2012 - 2",31,"Maestría","Medellín",15
"2012 - 2",31,"Pregrado","Bogotá",32
"2012 - 2",31,"Pregrado","Manizales",2
"2012 - 2",31,"Pregrado","Medellín",6
"2012 - 2",31,"Pregrado","Palmira",2
"2012 - 2",32,"Doctorado","Bogotá",2
"2012 - 2",32,"Doctorado","Manizales",1
"2012 - 2",32,"Especialidades Médicas","Bogotá",1
"2012 - 2",32,"Especialización","Bogotá",30
"2012 - 2",32,"Especialización","Manizales",5
"2012 - 2",32,"Especialización","Medellín",4
"2012 - 2",32,"Maestría","Bogotá",48
"2012 - 2",32,"Maestría","Manizales",5
"2012 - 2",32,"Maestría","Medellín",12
"2012 - 2",32,"Maestría","Palmira",2
"2012 - 2",32,"Pregrado","Bogotá",25
"2012 - 2",32,"Pregrado","Manizales",3
"2012 - 2",32,"Pregrado","Medellín",6
"2012 - 2",32,"Pregrado","Palmira",1
"2012 - 2",33,"Doctorado","Bogotá",6
"2012 - 2",33,"Especialidades Médicas","Bogotá",2
"2012 - 2",33,"Especialización","Bogotá",10
"2012 - 2",33,"Especialización","Manizales",5
"2012 - 2",33,"Especialización","Medellín",4
"2012 - 2",33,"Maestría","Bogotá",36
"2012 - 2",33,"Maestría","Manizales",1
"2012 - 2",33,"Maestría","Medellín",12
"2012 - 2",33,"Maestría","Palmira",1
"2012 - 2",33,"Pregrado","Bogotá",18
"2012 - 2",33,"Pregrado","Manizales",2
"2012 - 2",33,"Pregrado","Medellín",2
"2012 - 2",33,"Pregrado","Palmira",1
"2012 - 2",34,"Doctorado","Bogotá",2
"2012 - 2",34,"Especialidades Médicas","Bogotá",2
"2012 - 2",34,"Especialización","Bogotá",16
"2012 - 2",34,"Especialización","Manizales",4
"2012 - 2",34,"Especialización","Medellín",6
"2012 - 2",34,"Maestría","Bogotá",31
"2012 - 2",34,"Maestría","Caribe",1
"2012 - 2",34,"Maestría","Manizales",1
"2012 - 2",34,"Maestría","Medellín",7
"2012 - 2",34,"Maestría","Palmira",2
"2012 - 2",34,"Pregrado","Bogotá",13
"2012 - 2",34,"Pregrado","Manizales",2
"2012 - 2",34,"Pregrado","Medellín",5
"2012 - 2",34,"Pregrado","Palmira",1
"2012 - 2",35,"Doctorado","Bogotá",3
"2012 - 2",35,"Doctorado","Medellín",2
"2012 - 2",35,"Especialidades Médicas","Bogotá",2
"2012 - 2",35,"Especialización","Bogotá",26
"2012 - 2",35,"Especialización","Manizales",1
"2012 - 2",35,"Especialización","Medellín",4
"2012 - 2",35,"Maestría","Bogotá",28
"2012 - 2",35,"Maestría","Manizales",2
"2012 - 2",35,"Maestría","Medellín",11
"2012 - 2",35,"Pregrado","Bogotá",16
"2012 - 2",35,"Pregrado","Manizales",1
"2012 - 2",35,"Pregrado","Medellín",1
"2012 - 2",36,"Doctorado","Bogotá",4
"2012 - 2",36,"Doctorado","Palmira",1
"2012 - 2",36,"Especialidades Médicas","Bogotá",1
"2012 - 2",36,"Especialización","Bogotá",15
"2012 - 2",36,"Especialización","Manizales",1
"2012 - 2",36,"Maestría","Bogotá",27
"2012 - 2",36,"Maestría","Manizales",2
"2012 - 2",36,"Maestría","Medellín",5
"2012 - 2",36,"Maestría","Palmira",1
"2012 - 2",36,"Pregrado","Bogotá",7
"2012 - 2",36,"Pregrado","Medellín",3
"2012 - 2",37,"Doctorado","Bogotá",2
"2012 - 2",37,"Doctorado","Medellín",1
"2012 - 2",37,"Especialidades Médicas","Bogotá",1
"2012 - 2",37,"Especialización","Bogotá",15
"2012 - 2",37,"Especialización","Medellín",2
"2012 - 2",37,"Maestría","Bogotá",22
"2012 - 2",37,"Maestría","Manizales",1
"2012 - 2",37,"Maestría","Medellín",8
"2012 - 2",37,"Maestría","Palmira",2
"2012 - 2",37,"Pregrado","Bogotá",8
"2012 - 2",37,"Pregrado","Medellín",1
"2012 - 2",38,"Doctorado","Palmira",1
"2012 - 2",38,"Especialización","Bogotá",14
"2012 - 2",38,"Maestría","Bogotá",17
"2012 - 2",38,"Maestría","Medellín",7
"2012 - 2",38,"Pregrado","Bogotá",4
"2012 - 2",38,"Pregrado","Medellín",2
"2012 - 2",39,"Doctorado","Bogotá",1
"2012 - 2",39,"Especialización","Bogotá",6
"2012 - 2",39,"Especialización","Manizales",1
"2012 - 2",39,"Especialización","Medellín",1
"2012 - 2",39,"Maestría","Bogotá",19
"2012 - 2",39,"Maestría","Manizales",1
"2012 - 2",39,"Maestría","Medellín",6
"2012 - 2",39,"Pregrado","Bogotá",2
"2012 - 2",39,"Pregrado","Manizales",1
"2012 - 2",40,"Doctorado","Bogotá",1
"2012 - 2",40,"Especialización","Bogotá",9
"2012 - 2",40,"Maestría","Amazonía",1
"2012 - 2",40,"Maestría","Bogotá",16
"2012 - 2",40,"Maestría","Medellín",4
"2012 - 2",40,"Maestría","Palmira",1
"2012 - 2",40,"Pregrado","Bogotá",3
"2012 - 2",40,"Pregrado","Medellín",1
"2012 - 2",41,"Doctorado","Bogotá",3
"2012 - 2",41,"Doctorado","Palmira",1
"2012 - 2",41,"Especialización","Bogotá",11
"2012 - 2",41,"Especialización","Manizales",2
"2012 - 2",41,"Maestría","Bogotá",12
"2012 - 2",41,"Maestría","Manizales",1
"2012 - 2",41,"Maestría","Medellín",3
"2012 - 2",41,"Maestría","Palmira",2
"2012 - 2",41,"Pregrado","Bogotá",2
"2012 - 2",42,"Doctorado","Bogotá",3
"2012 - 2",42,"Doctorado","Medellín",2
"2012 - 2",42,"Especialización","Bogotá",7
"2012 - 2",42,"Especialización","Manizales",3
"2012 - 2",42,"Especialización","Medellín",1
"2012 - 2",42,"Maestría","Bogotá",9
"2012 - 2",42,"Maestría","Medellín",9
"2012 - 2",42,"Maestría","Palmira",1
"2012 - 2",42,"Pregrado","Bogotá",4
"2012 - 2",42,"Pregrado","Medellín",1
"2012 - 2",43,"Especialización","Bogotá",7
"2012 - 2",43,"Especialización","Manizales",2
"2012 - 2",43,"Especialización","Medellín",1
"2012 - 2",43,"Maestría","Bogotá",13
"2012 - 2",43,"Maestría","Medellín",6
"2012 - 2",43,"Pregrado","Bogotá",2
"2012 - 2",43,"Pregrado","Manizales",1
"2012 - 2",43,"Pregrado","Palmira",1
"2012 - 2",44,"Especialización","Bogotá",10
"2012 - 2",44,"Especialización","Manizales",1
"2012 - 2",44,"Maestría","Bogotá",14
"2012 - 2",44,"Maestría","Medellín",1
"2012 - 2",45,"Doctorado","Manizales",1
"2012 - 2",45,"Doctorado","Medellín",1
"2012 - 2",45,"Especialización","Bogotá",5
"2012 - 2",45,"Especialización","Manizales",1
"2012 - 2",45,"Especialización","Medellín",1
"2012 - 2",45,"Maestría","Bogotá",8
"2012 - 2",45,"Maestría","Manizales",3
"2012 - 2",45,"Maestría","Medellín",6
"2012 - 2",45,"Pregrado","Medellín",1
"2012 - 2",46,"Doctorado","Bogotá",1
"2012 - 2",46,"Especialización","Bogotá",12
"2012 - 2",46,"Especialización","Manizales",1
"2012 - 2",46,"Especialización","Medellín",1
"2012 - 2",46,"Maestría","Bogotá",12
"2012 - 2",46,"Maestría","Manizales",1
"2012 - 2",46,"Maestría","Medellín",3
"2012 - 2",46,"Pregrado","Medellín",2
"2012 - 2",47,"Doctorado","Medellín",1
"2012 - 2",47,"Especialidades Médicas","Bogotá",1
"2012 - 2",47,"Especialización","Bogotá",5
"2012 - 2",47,"Especialización","Manizales",2
"2012 - 2",47,"Maestría","Bogotá",13
"2012 - 2",47,"Maestría","Medellín",4
"2012 - 2",47,"Maestría","Palmira",1
"2012 - 2",47,"Pregrado","Medellín",1
"2012 - 2",47,"Pregrado","Palmira",1
"2012 - 2",48,"Doctorado","Bogotá",2
"2012 - 2",48,"Especialización","Bogotá",5
"2012 - 2",48,"Especialización","Manizales",1
"2012 - 2",48,"Especialización","Medellín",1
"2012 - 2",48,"Maestría","Bogotá",8
"2012 - 2",49,"Doctorado","Bogotá",1
"2012 - 2",49,"Especialización","Bogotá",8
"2012 - 2",49,"Especialización","Manizales",1
"2012 - 2",49,"Maestría","Bogotá",10
"2012 - 2",49,"Maestría","Medellín",2
"2012 - 2",49,"Maestría","Palmira",2
"2012 - 2",50,"Doctorado","Bogotá",2
"2012 - 2",50,"Especialización","Bogotá",4
"2012 - 2",50,"Maestría","Bogotá",6
"2012 - 2",50,"Maestría","Medellín",2
"2012 - 2",51,"Doctorado","Bogotá",1
"2012 - 2",51,"Especialización","Bogotá",1
"2012 - 2",51,"Especialización","Manizales",1
"2012 - 2",51,"Maestría","Bogotá",3
"2012 - 2",51,"Maestría","Manizales",3
"2012 - 2",51,"Maestría","Medellín",1
"2012 - 2",51,"Maestría","Palmira",1
"2012 - 2",51,"Pregrado","Bogotá",1
"2012 - 2",52,"Doctorado","Bogotá",2
"2012 - 2",52,"Doctorado","Manizales",1
"2012 - 2",52,"Especialización","Bogotá",2
"2012 - 2",52,"Maestría","Bogotá",7
"2012 - 2",52,"Maestría","Medellín",3
"2012 - 2",53,"Doctorado","Bogotá",1
"2012 - 2",53,"Especialización","Bogotá",4
"2012 - 2",53,"Maestría","Bogotá",3
"2012 - 2",54,"Doctorado","Bogotá",1
"2012 - 2",54,"Doctorado","Medellín",1
"2012 - 2",54,"Especialización","Bogotá",5
"2012 - 2",54,"Maestría","Bogotá",3
"2012 - 2",54,"Maestría","Manizales",1
"2012 - 2",54,"Maestría","Medellín",2
"2012 - 2",55,"Especialización","Bogotá",3
"2012 - 2",55,"Maestría","Bogotá",1
